title,price,rating,image,cpu,ram,storage,screen,os_version,display_resolution,model_number,link,spec_adobe_flash_compatible,spec_audio_jack,spec_bag_style,spec_battery_life,spec_battery_size,spec_care_instructions,spec_casing,spec_charging_type,spec_closure,spec_colour_name,spec_compatibility,spec_connection_type,spec_cpu_speed,spec_display_resolution,spec_display_type,spec_exterior_material,spec_external_graphics,spec_feature,spec_features,spec_gender,spec_gpu_version,spec_grade,spec_graphic_memory,spec_hdd_rotation,spec_hdmi_output,spec_interior_material,spec_internal_memory,spec_keyboard_language,spec_level,spec_material,spec_model_name,spec_model_number,spec_model_series,spec_number_of_channels,spec_number_of_cores,spec_number_of_hdmi_ports,spec_number_of_pieces,spec_number_of_usb_ports,spec_occasion,spec_operating_system,spec_operating_system_number,spec_os_version,spec_pack_quantity,spec_pattern,spec_pixels_per_inch,spec_processor_version,spec_processor_version_number_generation,spec_product_height,spec_product_length,spec_product_weight,spec_product_width,spec_ram_size,spec_ram_type,spec_refresh_rates,spec_resolution,spec_response_time,spec_screen_size,spec_sd_card_slot,spec_set_includes,spec_sim_type,spec_size,spec_strap_material,spec_type,spec_usage,spec_usb_port_type,spec_version,spec_weight,spec_what_s_in_the_box,spec_wireless
"Nitro Lite (Upgraded Version ) Gaming Laptop With 15.6 Inch Full HD (1920x1080) Display, Core i7-13620H Processor/16GB RAM DDR5/512GB SSD/6GB NVIDIA GeForce RTX 4050 Graphics/Windows 11/ English/Arabic Shale Black",3799.00,4.2,https://f.nooncdn.com/p/pnsku/N70279270V/45/_/1768990275/dabf1012-42c5-4a8c-97d9-64a443ee0785.jpg?width=1200,Core i7-13620H,16 GB,512 GB,15.6 in,Windows 11,1920x1080,Nitro Lite,https://www.noon.com/saudi-en/nitro-lite-upgraded-version-gaming-laptop-with-15-6-inch-full-hd-1920x1080-display-core-i7-13620h-processor-16gb-ram-ddr5-512gb-ssd-6gb-nvidia-geforce-rtx-4050-graphics-windows-11-english-arabic-shale-black/N70279270V/p/,,,,,,,,,,Shale Black,,,2.4 GHz,1920x1080,,,Graphic Card,,,,NVIDIA GeForce RTX 4050,,6 GB,,,,512 GB,English/Arabic,,,Nitro Lite,Nitro Lite,Acer Nitro,,Deca core,,,,,Windows,,Windows 11,,,,Core i7-13620H,13th Gen,,,,,16 GB,DDR5,,Full HD,,15.6 in,,,,,,SSD,Gaming,,,,,
"Vivobook 15 X1504VA-NJ108 Laptop With 15.6-Inch FHD Display, Core i7-1355U Processor/16GB RAM/512GB SSD/Intel Iris XE Graphics/DOS(Without Windows) English/Arabic Cool Silver",2599.00,4.2,https://f.nooncdn.com/p/pnsku/N70063247V/45/_/1713438579/2f9d15b0-05dd-44d7-ae3c-732ea62b11e8.jpg?width=1200,Core i7-1355U,16 GB,512 GB,15.6 in,Free DOS,1920x1080,90NB10J2-M015M0,https://www.noon.com/saudi-en/vivobook-15-x1504va-nj108-laptop-with-15-6-inch-fhd-display-core-i7-1355u-processor-16gb-ram-512gb-ssd-intel-iris-xe-graphics-dos-without-windows-english-arabic-cool-silver/N70063247V/p/,,,,8 Hours,,,,,,Cool Silver,,,3.3 GHz,1920x1080,LED,,Integrated,,,,Intel Iris XE,,2 GB,,Yes,,512 GB,English/Arabic,,,VivoBook 15,90NB10J2-M015M0,ASUS Vivobook,,10-Core,1,,3,,DOS,,Free DOS,,,,Core i7-1355U,13th Gen,,,,,16 GB,DDR4,,Full HD,,15.6 in,no,,,,,SSD,Business,,,,,
"OmniBook 3 AI 15-fn0001nx Laptop With 15.6 Inch Full HD (1920x1080) Display, AMD Ryzen AI 7 350 Processor/24GB RAM DDR5/512GB SSD/Windows 11 Home/ English/Arabic Icy silver",3489.00,4.1,https://f.nooncdn.com/p/pnsku/N70290458V/45/_/1771406506/5c9e727d-6e6a-4681-8948-c2b2ab1e1cad.jpg?width=1200,Ryzen AI 7 350,24 GB,512 GB,15.6 in,Windows 11 Home,1920x1080,C22MHEA,https://www.noon.com/saudi-en/omnibook-3-ai-15-fn0001nx-laptop-with-15-6-inch-full-hd-1920x1080-display-amd-ryzen-ai-7-350-processor-24gb-ram-ddr5-512gb-ssd-windows-11-home-english-arabic-icy-silver/N70290458V/p/,,,,,,,,,,Icy silver,,,2 GHz,1920x1080,,,Integrated,,,,,,,,,,512 GB,English/Arabic,,,,C22MHEA,HP OMEN,,Octa Core,,,,,Windows,,Windows 11 Home,,,,Ryzen AI 7 350,Not Applicable,,,,,24 GB,DDR5,,Full HD,,15.6 in,,,,,,SSD,Business,,,,,
"Renewed - Thinkpad X280 Slim Laptop With 12.5-Inch Display,Intel Core i5/Quad Core/7th Gen/8GB RAM/256 SSD/Windows 10 Pro English Black",989.00,3.4,https://f.nooncdn.com/p/pnsku/N70093620V/45/_/1721221353/edc33417-0bf7-481d-9eea-6d3217aea30b.jpg?width=1200,Core i5-7200U,8 GB,256 GB,12.5 in,Windows 10,1366x768,X280,https://www.noon.com/saudi-en/renewed-thinkpad-x280-slim-laptop-with-12-5-inch-display-intel-core-i5-quad-core-7th-gen-8gb-ram-256-ssd-windows-10-pro-english-black/N70093620V/p/,,,,2 Hours,,,,,,Black,,,2.5 GHz,1366x768,,,Integrated,,,,Intel UHD 620,Max,,,Yes,,256 GB,English,,,Thinkpad,X280,Lenovo ThinkPad,,Quad Core,,,2,,Windows,,Windows 10,,,,Core i5-7200U,7th Gen,,,,,8 GB,DDR4,,,,12.5 in,Yes,,,,,SSD,Personal,,,,,
"Vivobook 15 X1504VA -BQ3093 Laptop With 15.6 Inch Full HD (1920x1080) Display, Intel Core 5 120U Processor/16GB RAM DDR5/512GB SSD/Intel Graphics/Windows 11 Home/ English/Arabic Silver",2285.00,4.2,https://f.nooncdn.com/p/pnsku/N70291821V/45/_/1771251327/d08c1a1a-f041-4a5d-8d49-465d5e0f6238.jpg?width=1200,Core 5 120U,16 GB,512 GB,15.6 in,Windows 11 Home,1920x1080,90NB13Y1-M01BY0,https://www.noon.com/saudi-en/vivobook-15-x1504va-bq3093-laptop-with-15-6-inch-full-hd-1920x1080-display-intel-core-5-120u-processor-16gb-ram-ddr5-512gb-ssd-intel-graphics-windows-11-home-english-arabic-silver/N70291821V/p/,,,,,,,,,,Silver,,,1.4 GHz,1920x1080,,,Integrated,,,,,,,,,,512 GB,English/Arabic,,,,90NB13Y1-M01BY0,ASUS Vivobook,,Deca core,,,,,Windows,,Windows 11 Home,,,,Core 5 120U,13th Gen,,,,,16 GB,DDR5,,Full HD,,15.6 in,,,,,,SSD,Business,,,,,
"IdeaPad 15lJL7 Laptop With 15.6 Inch HD (1366x768) Display, Intel Celeron N4500 Processor/ 8GB RAM DDR4/256GB SSD/Intel UHD Graphics/DOS(Without Windows) English/Arabic Cloud Grey",1049.00,3.9,https://f.nooncdn.com/p/pnsku/N70249856V/45/_/1768825881/b9295fd0-c45e-420e-87db-82f91090bf03.jpg?width=1200,Celeron N4500,8 GB,256 GB,15.6 in,Free DOS,1366x768,82LX00GSAD,https://www.noon.com/saudi-en/ideapad-15ljl7-laptop-with-15-6-inch-hd-1366x768-display-intel-celeron-n4500-processor-8gb-ram-ddr4-256gb-ssd-intel-uhd-graphics-dos-without-windows-english-arabic-cloud-grey/N70249856V/p/,,,,,,,,,,Cloud Grey,,,1.1 GHz,1366x768,,,Integrated,,,,,,,,,,256 GB,English/Arabic,,,Ideapad 15lJL7,82LX00GSAD,Lenovo IdeaPad,,Dual Core,,,,,DOS,,Free DOS,,,,Celeron N4500,Not Applicable,,,,,8 GB,DDR4,,UHD,,15.6 in,,,,,,SSD,Business,,,,,
"ThinkPad E14 G7 Laptop With 14 Inch WUXGA (1920x1200) Display, Core Ultra 7-255H Processor/16GB RAM DDR5/ 512GB SSD/Intel Arc 140T Graphics/DOS(Without Windows)/ English/Arabic Black",4198.00,5.0,https://f.nooncdn.com/p/pnsku/N70246736V/45/_/1760431847/45ea93b0-ed4c-46bb-9313-0a3f48b802dc.jpg?width=1200,Core Ultra 7-255H,16 GB,512 GB,14 in,Free DOS,1920x1200,21SX006UAD,https://www.noon.com/saudi-en/thinkpad-e14-g7-laptop-with-14-inch-wuxga-1920x1200-display-core-ultra-7-255h-processor-16gb-ram-ddr5-512gb-ssd-intel-arc-140t-graphics-dos-without-windows-english-arabic-black/N70246736V/p/,,,,,,,,,,Black,,,1.5 GHz,1920x1200,,,Integrated,,,,,,,,,,512 GB,English/Arabic,,,ThinkPad E14 Gen 7,21SX006UAD,Lenovo ThinkPad,,16-Core,,,,,DOS,,Free DOS,,,,Core Ultra 7-255H,Not Applicable,,,,,16 GB,DDR5,,WUXGA,,14 in,,,,,,SSD,Business,,,,,
"Aspire A15 (Upgraded Version) Laptop With 15.6 Inch Full HD (1920X1080) Display, Core i9- 13900H Processor/16GB RAM DDR5/1TB SSD/Intel Iris Xe Graphics/Windows 11+ AGI Flash16 English/Arabic Gray",3399.00,4.2,https://f.nooncdn.com/p/pnsku/N70255702V/45/_/1762418520/69e0a668-17a6-43b7-ae66-fdf53ed5447a.jpg?width=1200,Core i9- 13900H,16 GB,1 TB,15.6 in,Windows 11,1920x1080,Aspire A15 + Flash,https://www.noon.com/saudi-en/aspire-a15-upgraded-version-laptop-with-15-6-inch-full-hd-1920x1080-display-core-i9-13900h-processor-16gb-ram-ddr5-1tb-ssd-intel-iris-xe-graphics-windows-11-agi-flash16-english-arabic-gray/N70255702V/p/,,,,,,,,,,Gray,,,2.6 GHz,1920x1080,,,Integrated,,,,Intel Iris XE,,,,,,1 TB,English/Arabic,,,Aspire A15,Aspire A15 + Flash,Acer Aspire,,14-Core,,,,,Windows,,Windows 11,,,,Core i9- 13900H,13th Gen,,,,,16 GB,DDR5,,Full HD,,15.6 in,,,,,,SSD,Business,,,,,
"OmniBook X Flip 2-in-1 AI 16-ar0003nx Laptop With 16 Inch WUXGA (1920x1200) Display, AMD Ryzen AI 5 340 Processor/16GB RAM DDR5/512GB SSD/Windows 11 Home/ English/Arabic Silver",3889.00,4.1,https://f.nooncdn.com/p/pnsku/N70290471V/45/_/1771406486/bd48d1fc-91a1-4af1-9859-0c209804d6ab.jpg?width=1200,Ryzen AI 5 340,16 GB,512 GB,16 in,Windows 11 Home,1920x1200,C20W4EA,https://www.noon.com/saudi-en/omnibook-x-flip-2-in-1-ai-16-ar0003nx-laptop-with-16-inch-wuxga-1920x1200-display-amd-ryzen-ai-5-340-processor-16gb-ram-ddr5-512gb-ssd-windows-11-home-english-arabic-silver/N70290471V/p/,,,,,,,,,,Silver,,,2 GHz,1920x1200,,,Integrated,,,,,,,,,,512 GB,English/Arabic,,,,C20W4EA,HP OMEN,,Hexa Core,,,,,Windows,,Windows 11 Home,,,,Ryzen AI 5 340,Not Applicable,,,,,16 GB,DDR5,,WUXGA,,16 in,,,,,,SSD,Business,,,,,
"Titan 18 Gaming Laptop With 18 Inch UHD 120Hz Display,Core i9-14900HX Processor/32GB DDR5/2TB SSD/12GB Nivida GeForce RTX 4080 Graphics/Windows 11 Home English/Arabic Black",13799.00,4.3,https://f.nooncdn.com/p/pzsku/ZF13F3F583AA43753DE2BZ/45/1751463719/236c598c-c4b7-4543-bdca-ff304e89ef7a.jpg?width=1200,Core i9-14900HX,32 GB,2 TB,18 in,Windows 11 Home,,9S7-182221-603,https://www.noon.com/saudi-en/titan-18-gaming-laptop-with-18-inch-uhd-120hz-display-core-i9-14900hx-processor-32gb-ddr5-2tb-ssd-12gb-nivida-geforce-rtx-4080-graphics-windows-11-home-english-arabic-black/N70148957V/p/,,,,,,,,,,Black,,,5.8 GHz,,LED,,Graphic Card,,,,NVIDIA GeForce RTX 4080,,12 GB,,YES,,2 TB,English/Arabic,,,Titan 18,9S7-182221-603,MSI Titan,,24-Core,1,,2,,Windows,,Windows 11 Home,,,,Core i9-14900HX,14th Gen,,,,,32 GB,DDR5,120Hz,Full HD,,18 in,Yes,,,,,SSD,Gaming,,,,,
"Vivobook Flip Laptop With 14-Inch Full HD Display,Intel Core i5-13420H Processor/16GB RAM/512GB SSD/Intel UMA Graphics/Windows 11 Home English Silver",2965.00,4.0,https://f.nooncdn.com/p/pnsku/N70267881V/45/_/1767699239/c285d523-a62a-43d4-b290-20d4db9f9620.jpg?width=1200,Intel Core i5-13420H,16 GB,512 GB,14 in,Windows 11 Home,1920x1080,TP3402VA-LZ669W,https://www.noon.com/saudi-en/vivobook-flip-laptop-with-14-inch-full-hd-display-intel-core-i5-13420h-processor-16gb-ram-512gb-ssd-intel-uma-graphics-windows-11-home-english-silver/N70267881V/p/,,,,,,,,,,Silver,,,4.6 GHz,1920x1080,,,Integrated,,,,,,,,Yes,,512 GB,English,,,Vivobook Flip,TP3402VA-LZ669W,ASUS Vivobook,,Octa Core,1,,3,,Windows,,Windows 11 Home,,,,Intel Core i5-13420H,13th Gen,,,,,16 GB,DDR4,,,,14 in,No,,,,,SSD,Personal,,,,,
"Commercial 14 H Laptop With 14 Inch Full HD(1920x1080) Display,Core Ultra 7 240H Processor/16GB RAM DDR5/ 1TB SSD/Intel Iris Xe Graphics/Windows 11 Pro/ English/Arabic Grey English/Arabic Grey",3939.00,4.3,https://f.nooncdn.com/p/pzsku/Z0EA6C29A5550D2C590C4Z/45/1751463802/374fced3-4206-499d-bb73-a8eea077c542.jpg?width=1200,Core Ultra 7 240H,16 GB,1 TB,14 in,Windows 11 Pro,1920x1080,9S7-14L111-413,https://www.noon.com/saudi-en/commercial-14-h-laptop-with-14-inch-full-hd-1920x1080-display-core-ultra-7-240h-processor-16gb-ram-ddr5-1tb-ssd-intel-iris-xe-graphics-windows-11-pro-english-arabic-grey-english-arabic-grey/N70183145V/p/,,,,,,,,,,Grey,,,2.5 GHz,1920x1080,IPS,,,,,,Intel Iris XE,,,,,,1 TB,English/Arabic,,,,9S7-14L111-413,MSI Codex,,20-Core,1,,,,Windows,,Windows 11 Pro,,,,Core Ultra 7 240H,Not Applicable,,,,,16 GB,DDR5,144Hz,Full HD,,14 in,,,,,,SSD,Business,,,,,
"ThinkBook 14 G2 ITL (20VD0012AD) Laptop With 14-Inch FHD Display, Core i5-1135G7 Processer/8GB RAM/256GB SSD/Integrated Intel Iris Xe Graphics/Windows 10 Pro 64 English/Arabic grey",2498.00,3.4,https://f.nooncdn.com/p/v1665746836/N53357449A_1.jpg?width=1200,Core i5-1135G7,8 GB,256 GB,14 in,Windows 10,1920x1080,20VD0012AD,https://www.noon.com/saudi-en/thinkbook-14-g2-itl-20vd0012ad-laptop-with-14-inch-fhd-display-core-i5-1135g7-processer-8gb-ram-256gb-ssd-integrated-intel-iris-xe-graphics-windows-10-pro-64-english-arabic-grey/N53357449A/p/,,,,6 Hours,,,,,,grey,,,2.4 GHz,1920x1080,LED,,Integrated,,"Bluetooth, Built In Speaker, Compact Size, Business, Ergonomic",,Intel Iris XE,,0 GB,,Yes,,256 GB,English/Arabic,,,Thinkbook 14,20VD0012AD,Lenovo ThinkBook,,Quad Core,1,,2,,Windows,,Windows 10,,,,Core i5-1135G7,11th Gen,,,,,8 GB,DDR4,,Full HD,,14 in,Yes,,,,,SSD,Business,,,,,Wireless
"15-fd0058nx Laptop With 15.6 Inch Full HD (1920X1080) Display, Intel Core i7-1355U Processor/16GB RAM DDR4/512GB SSD/DOS(Without Windows)/Intel Iris Xe Graphics+Free Mouse English/Arabic Silver",2499.00,4.1,https://f.nooncdn.com/p/pnsku/N70269898V/45/_/1766033701/2228d5e2-8fed-4ab9-a610-93a6afd19d60.jpg?width=1200,Core i7-1355U,16 GB,512 GB,15.6 in,Free DOS,1920x1080,15-fd0058nx,https://www.noon.com/saudi-en/15-fd0058nx-laptop-with-15-6-inch-full-hd-1920x1080-display-intel-core-i7-1355u-processor-16gb-ram-ddr4-512gb-ssd-dos-without-windows-intel-iris-xe-graphics-free-mouse-english-arabic-silver/N70269898V/p/,,,,,,,,,,Silver,,,1.7 GHz,1920x1080,,,Integrated,,,,Intel Iris XE,,,,,,512 GB,English/Arabic,,,,15-fd0058nx,HP Essential,,Deca core,,,,,DOS,,Free DOS,,,,Core i7-1355U,13th Gen,,,,,16 GB,DDR4,,Full HD,,15.6 in,,,,,,SSD,Business,,,,,
"Laptop case with mouse pad, soft inner layer and outer layer wrapped in PU leather, ultra-thin and stylish, suitable for ultra-thin laptops such as MacBookAir MacBookPro (14"""",Dark green",37.00,0,https://f.nooncdn.com/p/pzsku/Z4CA53DA9F8F11A385929Z/45/1766764138/9af3fa35-fc52-4fcf-abbf-a01b08296499.jpg?width=1200,,,,,,,,https://www.noon.com/saudi-en/laptop-case-with-mouse-pad-soft-inner-layer-and-outer-layer-wrapped-in-pu-leather-ultra-thin-and-stylish-suitable-for-ultra-thin-laptops-such-as-macbookair-macbookpro-14-dark-green/Z4CA53DA9F8F11A385929Z/p/,,,,,,,,,,,,,,,,,,,,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Renewed - Thinkpad X1 Carbon Laptop With 14-Inch Display,Intel Core i5 Processor/6th Gen/8GB RAM/180GB SSD/Windows 10 English Black",1069.00,3.6,https://f.nooncdn.com/p/pnsku/N51630315A/45/_/1746798388/a5af9d82-3be2-4cc1-882a-9e50b137fe6b.jpg?width=1200,,8 GB,180 GB,14 in,Windows 10,,ThinkPad X1 Carbon48231,https://www.noon.com/saudi-en/renewed-thinkpad-x1-carbon-laptop-with-14-inch-display-intel-core-i5-processor-6th-gen-8gb-ram-180gb-ssd-windows-10-english-black/N51630315A/p/,,,,2 Hours,,,,,,Black,,,2.4 GHz,,,,,,,,,Max,,,,,180 GB,English,,,Thinkpad X1 Carbon,ThinkPad X1 Carbon48231,Lenovo ThinkPad,,,,,,,Windows,,Windows 10,,,,,6th Gen,,,,,8 GB,DDR3,,,,14 in,,,,,,SSD,Business,,,,POWER CABLE,
"15-fd0021nx Laptop With 15.6 Inch Full HD(1920X1080) Display, Intel Core i3-1315U Processor/4GB RAM DDR4/256GB SSD/DOS(Without Windows)/Intel UHD Graphics+HP X500 Black Wired USB Mouse English/Arabic Black",1620.00,4.1,https://f.nooncdn.com/p/pnsku/N70173873V/45/_/1753088504/a34bb107-ab89-4542-8d80-36f3ce8328b1.jpg?width=1200,Core i3-1315U,4 GB,256 GB,15.6 in,Free DOS,1920x1080,8F4T4EA+E5E76AA#ABB,https://www.noon.com/saudi-en/15-fd0021nx-laptop-with-15-6-inch-full-hd-1920x1080-display-intel-core-i3-1315u-processor-4gb-ram-ddr4-256gb-ssd-dos-without-windows-intel-uhd-graphics-hp-x500-black-wired-usb-mouse-english-arabic-black/N70173873V/p/,,,,,,,,,,Black,,,1.2 GHz,1920x1080,,,Integrated,,,,,,,,,,256 GB,English/Arabic,,,,8F4T4EA+E5E76AA#ABB,HP FD Series,,Hexa Core,,,,,DOS,,Free DOS,,,,Core i3-1315U,13th Gen,,,,,4 GB,DDR4,,Full HD,,15.6 in,,,,,,SSD,Personal,,,,,
"Renewed - Latitude 5490 Busines Notebook Laptop With 14.1 Inch Display,Intel Core i5/8th Generation/8GB DDR4 RAM/256 SSD/Window 10 Pro English Black",726.00,3.5,https://f.nooncdn.com/p/pnsku/N53399797A/45/_/1723612897/1d1318d8-2818-47d1-8bad-4328cdb5e58e.jpg?width=1200,Core i5-8250U,8 GB,256 GB,14.1 in,Windows 10 Pro,1920x1080,5490,https://www.noon.com/saudi-en/renewed-latitude-5490-busines-notebook-laptop-with-14-1-inch-display-intel-core-i5-8th-generation-8gb-ddr4-ram-256-ssd-window-10-pro-english-black/N53399797A/p/,,,,2 Hours,4400 mAh,,,,,Black,,,1.9 GHz,1920x1080,LED,,,,"Business, Built In Speaker, Intel, Multi-Touch, Personal",,,Max,,500 rpm,no,,256 GB,English,,,Latitude 5490,5490,Dell Latitude,,Quad Core,,,3,,Windows,,Windows 10 Pro,,,331,Core i5-8250U,8th Gen,20.3 mm,333.4 mm,1.6 KG,228.9 mm,8 GB,DDR4,,Full HD,,14.1 in,Yes,,,,,SSD,Business,,International Version,1.5 - 1.9 Kg,"Laptop, Charger, Warranty Card",Wireless
"MateBook D 16 Laptop with 16-inch Eye Comfort FullView Display, Core i5-12450H Processor/8GB RAM/512GB SSD/Windows 11 Home/Intel UHD Graphics With Light and Metal Body And Nimble Numeric Keypad English/Arabic Mystic Silver",2015.60,4.4,https://f.nooncdn.com/p/pnsku/N70027256V/45/_/1722516918/1348a857-ea6c-4faa-85a8-a22861359178.jpg?width=1200,Core i5-12450H,8 GB,512 GB,16 in,Windows 11 Home,1920x1200,MitchellF-W5851/MCLF-W5851,https://www.noon.com/saudi-en/matebook-d-16-laptop-with-16-inch-eye-comfort-fullview-display-core-i5-12450h-processor-8gb-ram-512gb-ssd-windows-11-home-intel-uhd-graphics-with-light-and-metal-body-and-nimble-numeric-keypad-english-arabic-mystic-silver/N70027256V/p/,,,,,,,,,,Mystic Silver,,,4.2 GHz,1920x1200,,,Integrated,,Eye Care,,,,0 GB,,,,512 GB,English/Arabic,,,HUAWEI MateBook D 16,MitchellF-W5851/MCLF-W5851,Huawei MateBook D,,Octa Core,1,,,,Windows,,Windows 11 Home,,,,Core i5-12450H,12th Gen,,,,,8 GB,DDR4,,Full HD,,16 in,,,,,,SSD,Business,,,,,Wireless
"ProBook Laptop With 16 Inch WUXGA (1920x1200) Display, Core Ultra 5-225U Processor/16GB RAM DDR5/512GB SSD/DOS(Without Windows)/ English/Arabic Silver",3099.00,4.1,https://f.nooncdn.com/p/pnsku/N70277868V/45/_/1768372521/2e01915e-b045-4ec4-bb12-94d88ec32cbe.jpg?width=1200,Core Ultra 5-225U,16 GB,512 GB,16 in,Free DOS,1920x1200,CA7X4ES,https://www.noon.com/saudi-en/probook-laptop-with-16-inch-wuxga-1920x1200-display-core-ultra-5-225u-processor-16gb-ram-ddr5-512gb-ssd-dos-without-windows-english-arabic-silver/N70277868V/p/,,,,,,,,,,Silver,,,2.4 GHz,1920x1200,,,Integrated,,,,,,,,,,512 GB,English/Arabic,,,,CA7X4ES,HP ProBook,,12-Core,,,,,DOS,,Free DOS,,,,Core Ultra 5-225U,Not Applicable,,,,,16 GB,DDR5,,WUXGA,,16 in,,,,,,SSD,Business,,,,,
"ROG Strix SCAR Laptop With 18 Inch 2.5K WQXGA (2560x1600) Display, Core Ultra 9 275HX Processor/32GB RAM DDR5/1TB SSD/Nvidia GeForce RTX 5080 Graphics/Windows 11 Home+ Free Bag+ Mouse+ Headset English/Arabic Black",12999.00,3.4,https://f.nooncdn.com/p/pnsku/N70195947V/45/_/1766671573/69a28791-9ce4-4e7e-8195-88164c1740d9.jpg?width=1200,Core Ultra 9-275HX,32 GB,1 TB,18 in,Windows 11 Home,2560x1600,G835LW-SA158W,https://www.noon.com/saudi-en/rog-strix-scar-laptop-with-18-inch-2-5k-wqxga-2560x1600-display-core-ultra-9-275hx-processor-32gb-ram-ddr5-1tb-ssd-nvidia-geforce-rtx-5080-graphics-windows-11-home-free-bag-mouse-headset-english-arabic-black/N70195947V/p/,,,,,,,,,,Black,,,2.7 GHz,2560x1600,,,Graphic Card,,,,GeForce RTX 5080,,,,,,1 TB,English/Arabic,,,ROG Strix SCAR,G835LW-SA158W,ASUS ROG,,24-Core,,,,,Windows,,Windows 11 Home,,,,Core Ultra 9-275HX,Not Applicable,,,,,32 GB,DDR5,,WQXGA,,18 in,,,,,,SSD,Gaming,,,,,
"Vostro 3520 Laptop With 15.6-inch Full HD Display, Intel Core i3-1215U Processor/8GB RAM/512GB RAM/DOS(Without Windows)/Intel UHD Graphics/ English/Arabic Carbon Black",1749.00,4.0,https://f.nooncdn.com/p/pnsku/N70042193V/45/_/1706623343/867af109-9a35-47f5-ad43-60ba62ac39ed.jpg?width=1200,Core i3-1215U,8 GB,512 GB,15.6 in,Free DOS,1920x1080,"5M2TT / 3520-E008, 5M2TT / 3520-E008-BLK",https://www.noon.com/saudi-en/vostro-3520-laptop-with-15-6-inch-full-hd-display-intel-core-i3-1215u-processor-8gb-ram-512gb-ram-dos-without-windows-intel-uhd-graphics-english-arabic-carbon-black/N70042193V/p/,,,,,,,,,,Carbon Black,,,4.4 GHz,1920x1080,,,Integrated,,,,,,,,,,512 GB,English/Arabic,,,Vostro 3520,"5M2TT / 3520-E008, 5M2TT / 3520-E008-BLK",Dell Vostro,,Hexa Core,,,,,DOS,,Free DOS,,,,Core i3-1215U,12th Gen,,,,,8 GB,DDR4,,Full HD,,15.6 in,,,,,,SSD,Business,,,,,
"MateBook D14 Laptop With 14-Inch Eye Comfort FullView Display, Core i5-12450H Processor/16GB RAM/512GB SSD/Intel UHD Graphics/Windows 11 Home English/Arabic Mystic Silver",2455.00,4.2,https://f.nooncdn.com/p/pnsku/N70098909V/45/_/1722931888/b3214b21-48e0-4343-b44c-5615b38706e7.jpg?width=1200,Core i5-12450H,16 GB,512 GB,14 in,Windows 11 Home,1920x1200,MendelF-W5651D,https://www.noon.com/saudi-en/matebook-d14-laptop-with-14-inch-eye-comfort-fullview-display-core-i5-12450h-processor-16gb-ram-512gb-ssd-intel-uhd-graphics-windows-11-home-english-arabic-mystic-silver/N70098909V/p/,,,,10 Hours,,,,,,Mystic Silver,,,4.8 GHz,1920x1200,OLED,,Integrated,,,,Intel UHD 600,,2 GB,,Yes,,512 GB,English/Arabic,,,Matebook D14 i5 16/512,MendelF-W5651D,Huawei MateBook D,,10-Core,,,2,,Windows,,Windows 11 Home,,,,Core i5-12450H,12th Gen,,,,,16 GB,DDR4,,Full HD,,14 in,Yes,,,,,SSD,Business,,,,"Laptop, HUAWEI USB-C AC Adapter, Adapter Cable (USB-C), User Manual, warranty Card",
"IdeaPad 1 Laptop With 14-Inch Display, Celeron N4020 Processor/4GB RAM/128GB SSD/Intel Iris XE Graphics/Windows 11 English/Arabic Cloud Grey",1469.00,3.8,https://f.nooncdn.com/p/v1685361689/N53409249A_1.jpg?width=1200,Celeron N4020,4 GB,128 GB,14 in,Windows 11,1366x768,82V6004VAD,https://www.noon.com/saudi-en/ideapad-1-laptop-with-14-inch-display-celeron-n4020-processor-4gb-ram-128gb-ssd-intel-iris-xe-graphics-windows-11-english-arabic-cloud-grey/N53409249A/p/,Yes,No Audio Jack,,9 Hours,,,,,,Cloud Grey,,HDMI,4.7 GHz,1366x768,AMOLED,,Integrated,,Anti Glare,,Intel Iris XE,,2 MB,,Yes,,128 GB,English/Arabic,,,Ideapad 1,82V6004VAD,Lenovo IdeaPad,,Dual Core,1,,3,,Windows,,Windows 11,,,,Celeron N4020,Not Applicable,,,,,4 GB,DDR4,,Full HD,,14 in,Yes,,,,,SSD,Personal,,Middle East Version,,,Wireless
Acer Aspire 3 A315-59-58XR Slim Laptop | 15.6 Inch FHD ComfyView | Intel Core i5-1235U | 8GB RAM | 512GB PCIe SSD | Intel Iris Xe Graphics | DOS | Silver English/Arabic Silver,1899.00,4.7,https://f.nooncdn.com/p/pnsku/N70118847V/45/_/1728881282/38671227-0db4-4b80-8033-7ecd099372b2.jpg?width=1200,1235U,8 GB,512 GB,15.6 in,Free DOS,1080x1920,Acer Aspire 3 A315-59-58XR Slim Laptop NX.K6SEM.00C,https://www.noon.com/saudi-en/acer-aspire-3-a315-59-58xr-slim-laptop-15-6-inch-fhd-comfyview-intel-core-i5-1235u-8gb-ram-512gb-pcie-ssd-intel-iris-xe-graphics-dos-silver-english-arabic-silver/N70118847V/p/,,,,3 Hours,,,,,,Silver,,,4.4 GHz,1080x1920,,,Integrated,,,,Intel Arc,,,,1,,512 GB,English/Arabic,,,Aspire 3,Acer Aspire 3 A315-59-58XR Slim Laptop NX.K6SEM.00C,Acer Aspire,,10-Core,,,3,,DOS,,Free DOS,,,,1235U,1235U,,,,,8 GB,DDR4,,,,15.6 in,1,,,,,SSD,Business (Call/work),,,,,
